Text;Tokenization;Normalization;Stop_Removal;Tweet_Stemmed;sentimen
dulu semangat banget nabung beli album beli lightstick semangat nabung untuk ke konser terwujud akhirnya sempat pikir pikir habis berapa juta aku untuk kpop untuk idol kpop;[dulu, semangat, banget, nabung, beli, album, beli, lightstick, semangat, nabung, untuk, ke, konser, terwujud, akhirnya, sempat, pikir, pikir, habis, berapa, juta, aku, untuk, kpop, untuk, idol, kpop];[dulu, semangat, banget, nabung, beli, album, beli, lightstick, semangat, nabung, untuk, ke, konser, terwujud, akhirnya, sempat, pikir, pikir, habis, berapa, juta, aku, untuk, kpop, untuk, idol, kpop];[semangat, banget, nabung, beli, album, beli, lightstick, semangat, nabung, konser, terwujud, pikir, pikir, habis, juta, kpop, idol, kpop];[semangat, banget, nabung, beli, album, beli, lightstick, semangat, nabung, konser, wujud, pikir, pikir, habis, juta, kpop, idol, kpop];negatif
bjir kok kaga ada kpop;[bjir, kok, kaga, ada, kpop];[bjir, kok, kagak, ada, kpop];[bjir, kagak, kpop];[bjir, kagak, kpop];negatif
ayoo dukung mas gibran jd the next kpop boygrup dr indonesia semangat mas kita tunggu debutnya;[ayoo, dukung, mas, gibran, jd, the, next, kpop, boygrup, dr, indonesia, semangat, mas, kita, tunggu, debutnya];[ayo, dukung, mas, gibran, jadi, the, next, kpop, boygrup, dari, indonesia, semangat, mas, kita, tunggu, debutnya];[ayo, dukung, mas, gibran, the, next, kpop, boygrup, indonesia, semangat, mas, tunggu, debutnya];[ayo, dukung, mas, gibran, the, next, kpop, boygrup, indonesia, semangat, mas, tunggu, debut];positif
kau dgr kpop ah;[kau, dgr, kpop, ah];[kau, dengar, kpop, ah];[kau, dengar, kpop, ah];[kau, dengar, kpop, ah];netral
pengen kenalin ive hehe trus ku bawa ke konser kpop sm ku bawa jalan liat alam gtu;[pengen, kenalin, ive, hehe, trus, ku, bawa, ke, konser, kpop, sm, ku, bawa, jalan, liat, alam, gtu];[pengin, mengenalkan, ive, hehe, terus, ku, bawa, ke, konser, kpop, sama, ku, bawa, jalan, lihat, alam, begitu];[pengin, mengenalkan, ive, hehe, ku, bawa, konser, kpop, ku, bawa, jalan, lihat, alam];[pengin, kenal, ive, hehe, ku, bawa, konser, kpop, ku, bawa, jalan, lihat, alam];positif
lak atasane war coldplay opo kpop ae yo kalah ambek war tikete persebaya;[lak, atasane, war, coldplay, opo, kpop, ae, yo, kalah, ambek, war, tikete, persebaya];[lak, atasane, war, coldplay, opo, kpop, saja, ya, kalah, ambek, war, tikete, persebaya];[lak, atasane, war, coldplay, opo, kpop, ya, kalah, ambek, war, tikete, persebaya];[lak, atasane, war, coldplay, opo, kpop, ya, kalah, ambek, war, tikete, baya];negatif
kami menghargai pemenang minggu ini tidak ada masalah sama xodiac;[kami, menghargai, pemenang, minggu, ini, tidak, ada, masalah, sama, xodiac];[kami, menghargai, pemenang, minggu, ini, tidak, ada, masalah, sama, xodiac];[menghargai, pemenang, minggu, xodiac];[harga, menang, minggu, xodiac];positif
cowok kpop lah siapa lagi;[cowok, kpop, lah, siapa, lagi];[cowok, kpop, lah, siapa, lagi];[cowok, kpop];[cowok, kpop];netral
bru jd cegil jadi banyak ndengerin mbak taylor drpd kpop;[bru, jd, cegil, jadi, banyak, ndengerin, mbak, taylor, drpd, kpop];[baru, jadi, cegil, jadi, banyak, ndengarin, mbak, taylor, daripada, kpop];[cegil, ndengarin, mbak, taylor, kpop];[cegil, dengar, mbak, taylor, kpop];negatif
iyellfandom pertama gue di kpop njir;[iyellfandom, pertama, gue, di, kpop, njir];[iyellfandom, pertama, gue, di, kpop, anjir];[iyellfandom, pertama, gue, kpop, anjir];[iyellfandom, pertama, gue, kpop, anjir];netral
pas hesejam gue beli ots gatau kalo kpop gmn ye;[pas, hesejam, gue, beli, ots, gatau, kalo, kpop, gmn, ye];[pas, hesejam, gue, beli, ots, enggak tau, kalo, kpop, bagaimana, ye];[pas, hesejam, gue, beli, ots, enggak tau, kalo, kpop, ye];[pas, hesejam, gue, beli, ots, enggak tau, kalo, kpop, ye];netral
ayooo kalian semua yg lagi pengen dengerin lagu kpop baru yang easy listening coba dengerin album barunya tnxalbum lagunya enak semua;[ayooo, kalian, semua, yg, lagi, pengen, dengerin, lagu, kpop, baru, yang, easy, listening, coba, dengerin, album, barunya, tnxalbum, lagunya, enak, semua];[ayo, kalian, semua, yang, lagi, pengin, dengarkan, lagu, kpop, baru, yang, easy, listening, coba, dengarkan, album, barunya, tnxalbum, lagunya, enak, semua];[ayo, pengin, dengarkan, lagu, kpop, easy, listening, coba, dengarkan, album, barunya, tnxalbum, lagunya, enak];[ayo, pengin, dengar, lagu, kpop, easy, listening, coba, dengar, album, baru, tnxalbum, lagu, enak];netral
gw yg suka kpop serasa paling hina bjir;[gw, yg, suka, kpop, serasa, paling, hina, bjir];[gue, yang, suka, kpop, serasa, paling, hina, bjir];[gue, suka, kpop, serasa, hina, bjir];[gue, suka, kpop, serasa, hina, bjir];negatif
cowok kpop kelinci uang nder;[cowok, kpop, kelinci, uang, nder];[cowok, kpop, kelinci, uang, nder];[cowok, kpop, kelinci, uang, nder];[cowok, kpop, kelinci, uang, nder];negatif
sebahagia itu aku menstand kpop wkwk;[sebahagia, itu, aku, menstand, kpop, wkwk];[sebahagia, itu, aku, menstand, kpop, wkwk];[sebahagia, menstand, kpop, wkwk];[bahagia, menstand, kpop, wkwk];positif
jaman baca ff masih di wordpress dan gue baru terjun ke dunia ff pas masuk dunia kpop walaupun bias gue donghae;[jaman, baca, ff, masih, di, wordpress, dan, gue, baru, terjun, ke, dunia, ff, pas, masuk, dunia, kpop, walaupun, bias, gue, donghae];[jaman, baca, ff, masih, di, wordpress, dan, gue, baru, terjun, ke, dunia, ff, pas, masuk, dunia, kpop, walaupun, bias, gue, donghae];[jaman, baca, ff, wordpress, gue, terjun, dunia, ff, pas, masuk, dunia, kpop, bias, gue, donghae];[jaman, baca, ff, wordpress, gue, terjun, dunia, ff, pas, masuk, dunia, kpop, bias, gue, donghae];negatif
ada kpop dancenya;[ada, kpop, dancenya];[ada, kpop, dancenya];[kpop, dancenya];[kpop, dancenya];netral
kok jadi suka aespa juga sih w huhuhu lagi mikirin pengen banget nonton konsernya tapiii taeyeon juga mau ke sini jadi nungguin taeyeon aja;[kok, jadi, suka, aespa, juga, sih, w, huhuhu, lagi, mikirin, pengen, banget, nonton, konsernya, tapiii, taeyeon, juga, mau, ke, sini, jadi, nungguin, taeyeon, aja];[kok, jadi, suka, aespa, juga, sih, gue, huhuhu, lagi, memikirkan, pengin, banget, menonton, konsernya, tapiii, taeyeon, juga, mau, ke, sini, jadi, menunggu, taeyeon, saja];[suka, aespa, sih, gue, huhuhu, memikirkan, pengin, banget, menonton, konsernya, tapiii, taeyeon, menunggu, taeyeon];[suka, aespa, sih, gue, huhuhu, pikir, pengin, banget, tonton, konser, tapiii, taeyeon, tunggu, taeyeon];positif
aku selama nge kpop tau nya photobook doang van krn emang belinga itu aja keknya;[aku, selama, nge, kpop, tau, nya, photobook, doang, van, krn, emang, belinga, itu, aja, keknya];[aku, selama, nge, kpop, tau, nya, photobook, doang, van, karena, memang, belinga, itu, saja, kayaknya];[nge, kpop, tau, nya, photobook, doang, van, belinga, kayaknya];[nge, kpop, tau, nya, photobook, doang, van, belinga, kayak];netral
wici pink hairknp cowo kpop kalo pink hair cakepnya nambah orgil;[wici, pink, hairknp, cowo, kpop, kalo, pink, hair, cakepnya, nambah, orgil];[wici, pink, hairknp, cowok, kpop, kalo, pink, hair, cakepnya, bertambah, orgil];[wici, pink, hairknp, cowok, kpop, kalo, pink, hair, cakepnya, bertambah, orgil];[wici, pink, hairknp, cowok, kpop, kalo, pink, hair, cakep, tambah, orgil];positif
cwo fiksi plus kpop wkwkwk dan mama dan keluarga inti ajalovehate relationship meskipun suka pada julid tp soal suppo mereka jg sih yg paling kenceng buat ngedukung sekaligus ngelindungin satu sama lain;[cwo, fiksi, plus, kpop, wkwkwk, dan, mama, dan, keluarga, inti, ajalovehate, relationship, meskipun, suka, pada, julid, tp, soal, suppo, mereka, jg, sih, yg, paling, kenceng, buat, ngedukung, sekaligus, ngelindungin, satu, sama, lain];[cowok, fiksi, plus, kpop, wkwkwk, dan, mama, dan, keluarga, inti, ajalovehate, relationship, meskipun, suka, pada, julid, tapi, soal, suppo, mereka, juga, sih, yang, paling, kencang, buat, mendukung, sekaligus, ngelindungin, satu, sama, lain];[cowok, fiksi, plus, kpop, wkwkwk, mama, keluarga, inti, ajalovehate, relationship, suka, julid, suppo, sih, kencang, mendukung, ngelindungin];[cowok, fiksi, plus, kpop, wkwkwk, mama, keluarga, inti, ajalovehate, relationship, suka, julid, suppo, sih, kencang, dukung, ngelindungin];negatif
dulu zaman aktif kpop pernah ada difase yang toxic bgt sampe harus ikut fanwar tiap waktu setelah dipikirpikir walahii goblok bgt kenapa sih sebegitu bgt ngebelain org yang bahkan gatau km hidup sekarang mah yang anteng anteng aja dah sesuai porsinya;[dulu, zaman, aktif, kpop, pernah, ada, difase, yang, toxic, bgt, sampe, harus, ikut, fanwar, tiap, waktu, setelah, dipikirpikir, walahii, goblok, bgt, kenapa, sih, sebegitu, bgt, ngebelain, org, yang, bahkan, gatau, km, hidup, sekarang, mah, yang, anteng, anteng, aja, dah, sesuai, porsinya];[dulu, zaman, aktif, kpop, pernah, ada, difase, yang, toxic, banget, sampai, harus, ikut, fanwar, tiap, waktu, setelah, dipikirpikir, walahii, goblok, banget, kenapa, sih, sebegitu, banget, membela, orang, yang, bahkan, enggak tau, kamu, hidup, sekarang, mah, yang, anteng, anteng, saja, deh, sesuai, porsinya];[zaman, aktif, kpop, difase, toxic, banget, fanwar, dipikirpikir, walahii, goblok, banget, sih, banget, membela, orang, enggak tau, hidup, mah, anteng, anteng, deh, sesuai, porsinya];[zaman, aktif, kpop, fase, toxic, banget, fanwar, dipikirpikir, walahii, goblok, banget, sih, banget, bela, orang, enggak tau, hidup, mah, anteng, anteng, deh, sesuai, porsi];negatif
update ternyata sm gaada bikin statement dioperasigatau deh akalan poal kpop;[update, ternyata, sm, gaada, bikin, statement, dioperasigatau, deh, akalan, poal, kpop];[update, ternyata, sama, enggak ada, bikin, statement, dioperasigatau, deh, akalan, poal, kpop];[update, enggak ada, bikin, statement, dioperasigatau, deh, akalan, poal, kpop];[update, enggak ada, bikin, statement, dioperasigatau, deh, akal, poal, kpop];negatif
yah diluar fam and peers yang gak harus jd berkegantungan sama org lain buat nunggu suppo system;[yah, diluar, fam, and, peers, yang, gak, harus, jd, berkegantungan, sama, org, lain, buat, nunggu, suppo, system];[ya, diluar, fam, and, peers, yang, enggak, harus, jadi, berkegantungan, sama, orang, lain, buat, menunggu, suppo, system];[ya, diluar, fam, and, peers, berkegantungan, orang, menunggu, suppo, system];[ya, luar, fam, and, peers, gantung, orang, tunggu, suppo, system];positif
knp pas gw dirumah anteng nangisin cowo kpop cuaca diluar sana terang benderang rise and shine omg nice weather;[knp, pas, gw, dirumah, anteng, nangisin, cowo, kpop, cuaca, diluar, sana, terang, benderang, rise, and, shine, omg, nice, weather];[kenapa, pas, gue, dirumah, anteng, nangisin, cowok, kpop, cuaca, diluar, sana, terang, benderang, rise, and, shine, omg, nice, weather];[pas, gue, dirumah, anteng, nangisin, cowok, kpop, cuaca, diluar, terang, benderang, rise, and, shine, omg, nice, weather];[pas, gue, rumah, anteng, nangisin, cowok, kpop, cuaca, luar, terang, benderang, rise, and, shine, omg, nice, weather];positif
dari kelassampe sekarang udah confess katanya sama sama suka tapi ga jadian gatau aku gatau mau lupain gak bisa yasudah gapapa gapapa aku mah masih ada cowo fiksi gepeng kpop;[dari, kelassampe, sekarang, udah, confess, katanya, sama, sama, suka, tapi, ga, jadian, gatau, aku, gatau, mau, lupain, gak, bisa, yasudah, gapapa, gapapa, aku, mah, masih, ada, cowo, fiksi, gepeng, kpop];[dari, kelassampe, sekarang, sudah, confess, katanya, sama, sama, suka, tapi, enggak, jadian, enggak tau, aku, enggak tau, mau, melupakan, enggak, bisa, yasudah, gapapa, gapapa, aku, mah, masih, ada, cowok, fiksi, gepeng, kpop];[kelassampe, confess, suka, jadian, enggak tau, enggak tau, melupakan, yasudah, gapapa, gapapa, mah, cowok, fiksi, gepeng, kpop];[kelassampe, confess, suka, jadi, enggak tau, enggak tau, lupa, yasudah, gapapa, gapapa, mah, cowok, fiksi, gepeng, kpop];positif
duh pengen retweet ribuan kali rasanya stress banget gara cowok kpop ini;[duh, pengen, retweet, ribuan, kali, rasanya, stress, banget, gara, cowok, kpop, ini];[duh, pengin, retweet, ribuan, kali, rasanya, stres, banget, gara, cowok, kpop, ini];[duh, pengin, retweet, ribuan, kali, rasanya, stres, banget, gara, cowok, kpop];[duh, pengin, retweet, ribu, kali, rasanya, stres, banget, gara, cowok, kpop];negatif
cowo kpop;[cowo, kpop];[cowok, kpop];[cowok, kpop];[cowok, kpop];netral
mjb tp ituchannel pindah pindah ya;[mjb, tp, ituchannel, pindah, pindah, ya];[mjb, tapi, ituchannel, pindah, pindah, ya];[mjb, ituchannel, pindah, pindah, ya];[mjb, ituchannel, pindah, pindah, ya];netral
cowo kpop gue lagi pada sweet semua boleh ulang tahun tiap hari kah;[cowo, kpop, gue, lagi, pada, sweet, semua, boleh, ulang, tahun, tiap, hari, kah];[cowok, kpop, gue, lagi, pada, sweet, semua, boleh, ulang, tahun, tiap, hari, kah];[cowok, kpop, gue, sweet, ulang, kah];[cowok, kpop, gue, sweet, ulang, kah];positif
kalo kpop an bikin lo jadi jahat plis berenti aja ya;[kalo, kpop, an, bikin, lo, jadi, jahat, plis, berenti, aja, ya];[kalo, kpop, an, bikin, lo, jadi, jahat, plis, berenti, saja, ya];[kalo, kpop, an, bikin, lo, jahat, plis, berenti, ya];[kalo, kpop, an, bikin, lo, jahat, plis, renti, ya];negatif
kdng ad yg kesel ga si ama tmen sndiri yg bru masuk dunia kpop tp alay bgt;[kdng, ad, yg, kesel, ga, si, ama, tmen, sndiri, yg, bru, masuk, dunia, kpop, tp, alay, bgt];[kadang, ada, yang, kesel, enggak, sih, sama, teman, sendiri, yang, baru, masuk, dunia, kpop, tapi, alay, banget];[kadang, kesel, sih, teman, masuk, dunia, kpop, alay, banget];[kadang, kesel, sih, teman, masuk, dunia, kpop, alay, banget];negatif
rainbow cardigan korean rajut wanita kekinian idol kpop sunnooo enhyppen;[rainbow, cardigan, korean, rajut, wanita, kekinian, idol, kpop, sunnooo, enhyppen];[rainbow, cardigan, korean, rajut, wanita, kekinian, idol, kpop, sunnooo, enhyppen];[rainbow, cardigan, korean, rajut, wanita, kekinian, idol, kpop, sunnooo, enhyppen];[rainbow, cardigan, korean, rajut, wanita, kini, idol, kpop, sunnooo, enhyppen];netral
emg klo sebanyak ini normal kah ges sorry aku baru masuk dunia kpop soalnya;[emg, klo, sebanyak, ini, normal, kah, ges, sorry, aku, baru, masuk, dunia, kpop, soalnya];[memang, kalo, sebanyak, ini, normal, kah, ges, sorry, aku, baru, masuk, dunia, kpop, soalnya];[kalo, normal, kah, ges, sorry, masuk, dunia, kpop];[kalo, normal, kah, ges, sorry, masuk, dunia, kpop];positif
keliatan sebenernya diatas semua idol kpop yg aku dengerin yg teratas tetep mba taylor swift;[keliatan, sebenernya, diatas, semua, idol, kpop, yg, aku, dengerin, yg, teratas, tetep, mba, taylor, swift];[kelihatan, sebenarnya, diatas, semua, idol, kpop, yang, aku, dengarkan, yang, teratas, tetap, mbak, taylor, swift];[diatas, idol, kpop, dengarkan, teratas, mbak, taylor, swift];[atas, idol, kpop, dengar, atas, mbak, taylor, swift];positif
jangan jadi orang jahat gara gara kpop plis;[jangan, jadi, orang, jahat, gara, gara, kpop, plis];[jangan, jadi, orang, jahat, gara, gara, kpop, plis];[orang, jahat, gara, gara, kpop, plis];[orang, jahat, gara, gara, kpop, plis];negatif
chat dengan caty anak saya hr ini ga bahas konser cold play live tapi konser kpop twice live di singapore;[chat, dengan, caty, anak, saya, hr, ini, ga, bahas, konser, cold, play, live, tapi, konser, kpop, twice, live, di, singapore];[chat, dengan, caty, anak, saya, hari, ini, enggak, bahas, konser, cold, play, live, tapi, konser, kpop, twice, live, di, singapore];[chat, caty, anak, bahas, konser, cold, play, live, konser, kpop, twice, live, singapore];[chat, caty, anak, bahas, konser, cold, play, live, konser, kpop, twice, live, singapore];positif
gak cuma china sih kayaknya yg paham musik kpop juga nunggu exo comeback;[gak, cuma, china, sih, kayaknya, yg, paham, musik, kpop, juga, nunggu, exo, comeback];[enggak, cuma, china, sih, kayaknya, yang, paham, musik, kpop, juga, menunggu, exo, comeback];[china, sih, kayaknya, paham, musik, kpop, menunggu, exo, comeback];[china, sih, kayak, paham, musik, kpop, tunggu, exo, comeback];positif
perasaan gwej nyetel kpop;[perasaan, gwej, nyetel, kpop];[perasaan, gue, memutar, kpop];[perasaan, gue, memutar, kpop];[asa, gue, putar, kpop];positif
jaman sekarang suka kasian sama fans yg kalau idolnya gak menang mushow gak achieve target album fansnya langsung kepikiran gak usah dipikirin kalian bukan tim marketing ya bawa santuy aja inget kpop itu hiburan buat pelarian gak usah dipikir serius ngab;[jaman, sekarang, suka, kasian, sama, fans, yg, kalau, idolnya, gak, menang, mushow, gak, achieve, target, album, fansnya, langsung, kepikiran, gak, usah, dipikirin, kalian, bukan, tim, marketing, ya, bawa, santuy, aja, inget, kpop, itu, hiburan, buat, pelarian, gak, usah, dipikir, serius, ngab];[jaman, sekarang, suka, kasihan, sama, fan, yang, kalau, idolnya, enggak, menang, mushow, enggak, achieve, target, album, fansnya, langsung, kepikiran, enggak, usah, dipikirkan, kalian, bukan, tim, marketing, ya, bawa, santuy, saja, ingat, kpop, itu, hiburan, buat, pelarian, enggak, usah, dipikir, serius, ngab];[jaman, suka, kasihan, fan, idolnya, menang, mushow, achieve, target, album, fansnya, langsung, kepikiran, dipikirkan, tim, marketing, ya, bawa, santuy, kpop, hiburan, pelarian, dipikir, serius, ngab];[jaman, suka, kasihan, fan, idolnya, menang, mushow, achieve, target, album, fansnya, langsung, pikir, pikir, tim, marketing, ya, bawa, santuy, kpop, hibur, lari, pikir, serius, ngab];negatif
makanya tadi dikira seventeen svtsebong kpop group yang bakal tampil tapi katanya bukan;[makanya, tadi, dikira, seventeen, svtsebong, kpop, group, yang, bakal, tampil, tapi, katanya, bukan];[makanya, tadi, dikira, seventeen, svtsebong, kpop, group, yang, bakal, tampil, tapi, katanya, bukan];[seventeen, svtsebong, kpop, group, tampil];[seventeen, svtsebong, kpop, group, tampil];netral
ak mw beteman sama kalian donkk ak penggemar meme jelek dan wanita kpop selera musik ku gitu gitu aja paling spesial armada ak suka nonton yg lucu lucu untuk menghibur hidupku yang dilingkupi awan kegelapan ini leave a trace yah kalo km;[ak, mw, beteman, sama, kalian, donkk, ak, penggemar, meme, jelek, dan, wanita, kpop, selera, musik, ku, gitu, gitu, aja, paling, spesial, armada, ak, suka, nonton, yg, lucu, lucu, untuk, menghibur, hidupku, yang, dilingkupi, awan, kegelapan, ini, leave, a, trace, yah, kalo, km];[aku, mau, beteman, sama, kalian, dong, aku, penggemar, meme, jelek, dan, wanita, kpop, selera, musik, ku, begitu, begitu, saja, paling, spesial, armada, aku, suka, menonton, yang, lucu, lucu, untuk, menghibur, hidupku, yang, dilingkupi, awan, kegelapan, ini, leave, a, trace, ya, kalo, kamu];[beteman, penggemar, meme, jelek, wanita, kpop, selera, musik, ku, spesial, armada, suka, menonton, lucu, lucu, menghibur, hidupku, dilingkupi, awan, kegelapan, leave, a, trace, ya, kalo];[beteman, gemar, meme, jelek, wanita, kpop, selera, musik, ku, spesial, armada, suka, tonton, lucu, lucu, hibur, hidup, lingkup, awan, gelap, leave, a, trace, ya, kalo];positif
jangan sampai tahu fans kpop wkwkwk;[jangan, sampai, tahu, fans, kpop, wkwkwk];[jangan, sampai, tahu, fan, kpop, wkwkwk];[fan, kpop, wkwkwk];[fan, kpop];negatif
gak lupa ak jg sayang sama mark chenle mereka first love kpop ku ily guys;[gak, lupa, ak, jg, sayang, sama, mark, chenle, mereka, first, love, kpop, ku, ily, guys];[enggak, lupa, aku, juga, sayang, sama, mark, chenle, mereka, first, love, kpop, ku, ily, guys];[lupa, sayang, mark, chenle, first, love, kpop, ku, ily, guys];[lupa, sayang, mark, chenle, first, love, kpop, ku, ily, guys];positif
